id,name,category,value,memo
13099,name_13099,A,941,memo_13099
13100,name_13100,C,917,"this is memo, with comma 13100"
13101,name_13101,A,929,memo_13101
13102,name_13102,B,609,memo_13102
13103,name_13103,C,432,memo_13103
13104,name_13104,C,635,memo_13104
13105,name_13105,A,17,memo_13105
13106,name_13106,C,74,memo_13106
13107,name_13107,C,516,memo_13107
13108,name_13108,A,67,memo_13108
13109,name_13109,B,760,memo_13109
13110,name_13110,C,920,"this is memo, with comma 13110"
13111,name_13111,B,406,memo_13111
13112,name_13112,A,690,memo_13112
13113,name_13113,A,763,memo_13113
13114,name_13114,B,930,memo_13114
13115,name_13115,C,249,memo_13115
13116,name_13116,A,643,memo_13116
13117,name_13117,B,930,memo_13117
13118,name_13118,A,174,memo_13118
13119,name_13119,A,924,memo_13119
13120,name_13120,A,90,"this is memo, with comma 13120"
13121,name_13121,A,892,memo_13121
13122,name_13122,C,841,memo_13122
13123,name_13123,B,891,memo_13123
13124,name_13124,C,784,memo_13124
13125,name_13125,A,99,memo_13125
13126,name_13126,B,510,memo_13126
13127,name_13127,B,577,memo_13127
13128,name_13128,C,742,memo_13128
13129,name_13129,A,642,memo_13129
13130,name_13130,B,15,"this is memo, with comma 13130"
13131,name_13131,A,968,memo_13131
13132,name_13132,B,29,memo_13132
13133,name_13133,A,921,memo_13133
13134,name_13134,B,518,memo_13134
13135,name_13135,C,804,memo_13135
13136,name_13136,B,615,memo_13136
13137,name_13137,A,752,memo_13137
13138,name_13138,B,426,memo_13138
13139,name_13139,A,593,memo_13139
13140,name_13140,A,645,"this is memo, with comma 13140"
13141,name_13141,A,272,memo_13141
13142,name_13142,C,395,memo_13142
13143,name_13143,C,188,memo_13143
13144,name_13144,B,286,memo_13144
13145,name_13145,B,626,memo_13145
13146,name_13146,A,7,memo_13146
13147,name_13147,C,438,memo_13147
13148,name_13148,A,904,memo_13148
13149,name_13149,C,567,memo_13149
13150,name_13150,A,163,"this is memo, with comma 13150"
13151,name_13151,A,120,memo_13151
13152,name_13152,A,542,memo_13152
13153,name_13153,A,686,memo_13153
13154,name_13154,B,654,memo_13154
13155,name_13155,A,493,memo_13155
13156,name_13156,C,492,memo_13156
13157,name_13157,C,755,memo_13157
13158,name_13158,B,52,memo_13158
13159,name_13159,B,180,memo_13159
13160,name_13160,C,48,"this is memo, with comma 13160"
13161,name_13161,C,85,memo_13161
13162,name_13162,C,63,memo_13162
13163,name_13163,A,196,memo_13163
13164,name_13164,A,706,memo_13164
13165,name_13165,A,845,memo_13165
13166,name_13166,B,496,memo_13166
13167,name_13167,B,765,memo_13167
13168,name_13168,A,475,memo_13168
13169,name_13169,B,473,memo_13169
13170,name_13170,C,907,"this is memo, with comma 13170"
13171,name_13171,C,950,memo_13171
13172,name_13172,B,182,memo_13172
13173,name_13173,B,188,memo_13173
13174,name_13174,C,773,memo_13174
13175,name_13175,C,146,memo_13175
13176,name_13176,C,865,memo_13176
13177,name_13177,B,224,memo_13177
13178,name_13178,B,646,memo_13178
13179,name_13179,B,762,memo_13179
13180,name_13180,C,733,"this is memo, with comma 13180"
13181,name_13181,B,201,memo_13181
13182,name_13182,B,882,memo_13182
13183,name_13183,C,436,memo_13183
13184,name_13184,B,881,memo_13184
13185,name_13185,C,469,memo_13185
13186,name_13186,C,586,memo_13186
13187,name_13187,C,484,memo_13187
13188,name_13188,C,641,memo_13188
13189,name_13189,A,744,memo_13189
13190,name_13190,C,296,"this is memo, with comma 13190"
13191,name_13191,A,83,memo_13191
13192,name_13192,B,428,memo_13192
13193,name_13193,C,15,memo_13193
13194,name_13194,C,77,memo_13194
13195,name_13195,C,829,memo_13195
13196,name_13196,C,938,memo_13196
13197,name_13197,B,684,memo_13197
13198,name_13198,B,786,memo_13198
13199,name_13199,B,200,memo_13199
13200,name_13200,A,247,"this is memo, with comma 13200"
13201,name_13201,B,785,memo_13201
13202,name_13202,C,8,memo_13202
13203,name_13203,B,61,memo_13203
13204,name_13204,B,460,memo_13204
13205,name_13205,A,746,memo_13205
13206,name_13206,A,797,memo_13206
13207,name_13207,C,710,memo_13207
13208,name_13208,C,414,memo_13208
13209,name_13209,C,466,memo_13209
13210,name_13210,B,430,"this is memo, with comma 13210"
13211,name_13211,C,338,memo_13211
13212,name_13212,A,52,memo_13212
13213,name_13213,B,598,memo_13213
13214,name_13214,C,459,memo_13214
13215,name_13215,B,781,memo_13215
13216,name_13216,A,379,memo_13216
13217,name_13217,C,17,memo_13217
13218,name_13218,B,272,memo_13218
13219,name_13219,C,285,memo_13219
13220,name_13220,A,235,"this is memo, with comma 13220"
13221,name_13221,B,855,memo_13221
13222,name_13222,A,95,memo_13222
13223,name_13223,B,84,memo_13223
13224,name_13224,A,960,memo_13224
13225,name_13225,A,452,memo_13225
13226,name_13226,B,562,memo_13226
13227,name_13227,B,736,memo_13227
13228,name_13228,C,374,memo_13228
13229,name_13229,B,582,memo_13229
13230,name_13230,B,369,"this is memo, with comma 13230"
13231,name_13231,B,461,memo_13231
13232,name_13232,B,329,memo_13232
13233,name_13233,B,589,memo_13233
13234,name_13234,C,385,memo_13234
13235,name_13235,A,552,memo_13235
13236,name_13236,C,852,memo_13236
13237,name_13237,A,59,memo_13237
13238,name_13238,C,931,memo_13238
13239,name_13239,C,206,memo_13239
13240,name_13240,A,678,"this is memo, with comma 13240"
13241,name_13241,B,960,memo_13241
13242,name_13242,C,808,memo_13242
13243,name_13243,A,116,memo_13243
13244,name_13244,B,682,memo_13244
13245,name_13245,A,103,memo_13245
13246,name_13246,A,257,memo_13246
13247,name_13247,B,597,memo_13247
13248,name_13248,B,528,memo_13248
13249,name_13249,B,703,memo_13249
13250,name_13250,C,152,"this is memo, with comma 13250"
13251,name_13251,C,927,memo_13251
13252,name_13252,C,972,memo_13252
13253,name_13253,A,520,memo_13253
13254,name_13254,A,79,memo_13254
13255,name_13255,B,784,memo_13255
13256,name_13256,A,697,memo_13256
13257,name_13257,C,254,memo_13257
13258,name_13258,A,185,memo_13258
13259,name_13259,A,637,memo_13259
13260,name_13260,C,321,"this is memo, with comma 13260"
13261,name_13261,C,113,memo_13261
13262,name_13262,B,897,memo_13262
13263,name_13263,A,178,memo_13263
13264,name_13264,A,115,memo_13264
13265,name_13265,B,795,memo_13265
13266,name_13266,C,327,memo_13266
13267,name_13267,A,984,memo_13267
13268,name_13268,C,57,memo_13268
13269,name_13269,C,410,memo_13269
13270,name_13270,B,914,"this is memo, with comma 13270"
13271,name_13271,A,247,memo_13271
13272,name_13272,B,659,memo_13272
13273,name_13273,B,396,memo_13273
13274,name_13274,B,675,memo_13274
13275,name_13275,A,949,memo_13275
13276,name_13276,B,125,memo_13276
13277,name_13277,B,547,memo_13277
13278,name_13278,A,311,memo_13278
13279,name_13279,A,212,memo_13279
13280,name_13280,A,851,"this is memo, with comma 13280"
13281,name_13281,C,300,memo_13281
13282,name_13282,B,372,memo_13282
13283,name_13283,A,117,memo_13283
13284,name_13284,B,704,memo_13284
13285,name_13285,A,224,memo_13285
13286,name_13286,B,332,memo_13286
13287,name_13287,C,809,memo_13287
13288,name_13288,A,11,memo_13288
13289,name_13289,B,704,memo_13289
13290,name_13290,B,190,"this is memo, with comma 13290"
13291,name_13291,C,511,memo_13291
13292,name_13292,B,922,memo_13292
13293,name_13293,B,320,memo_13293
13294,name_13294,B,39,memo_13294
13295,name_13295,C,816,memo_13295
13296,name_13296,A,577,memo_13296
13297,name_13297,A,796,memo_13297
13298,name_13298,A,446,memo_13298
13299,name_13299,B,451,memo_13299
13300,name_13300,C,679,"this is memo, with comma 13300"
13301,name_13301,C,738,memo_13301
13302,name_13302,C,352,memo_13302
13303,name_13303,A,871,memo_13303
13304,name_13304,A,959,memo_13304
13305,name_13305,B,369,memo_13305
13306,name_13306,A,787,memo_13306
13307,name_13307,A,324,memo_13307
13308,name_13308,C,497,memo_13308
13309,name_13309,C,606,memo_13309
13310,name_13310,B,362,"this is memo, with comma 13310"
13311,name_13311,A,674,memo_13311
13312,name_13312,A,697,memo_13312
13313,name_13313,C,853,memo_13313
13314,name_13314,B,478,memo_13314
13315,name_13315,A,480,memo_13315
13316,name_13316,C,863,memo_13316
13317,name_13317,A,180,memo_13317
13318,name_13318,C,40,memo_13318
13319,name_13319,A,157,memo_13319
13320,name_13320,A,638,"this is memo, with comma 13320"
13321,name_13321,C,526,memo_13321
13322,name_13322,A,200,memo_13322
13323,name_13323,C,393,memo_13323
13324,name_13324,A,696,memo_13324
13325,name_13325,C,436,memo_13325
13326,name_13326,A,108,memo_13326
13327,name_13327,C,603,memo_13327
13328,name_13328,A,325,memo_13328
13329,name_13329,C,297,memo_13329
13330,name_13330,B,833,"this is memo, with comma 13330"
13331,name_13331,A,305,memo_13331
13332,name_13332,C,559,memo_13332
13333,name_13333,A,185,memo_13333
13334,name_13334,A,997,memo_13334
13335,name_13335,B,659,memo_13335
13336,name_13336,B,695,memo_13336
13337,name_13337,A,367,memo_13337
13338,name_13338,C,828,memo_13338
13339,name_13339,A,342,memo_13339
13340,name_13340,B,984,"this is memo, with comma 13340"
13341,name_13341,C,912,memo_13341
13342,name_13342,C,75,memo_13342
13343,name_13343,C,357,memo_13343
13344,name_13344,A,717,memo_13344
13345,name_13345,A,14,memo_13345
13346,name_13346,B,293,memo_13346
13347,name_13347,A,500,memo_13347
13348,name_13348,C,229,memo_13348
13349,name_13349,A,263,memo_13349
13350,name_13350,C,340,"this is memo, with comma 13350"
13351,name_13351,B,509,memo_13351
13352,name_13352,C,91,memo_13352
13353,name_13353,C,29,memo_13353
13354,name_13354,B,460,memo_13354
13355,name_13355,B,378,memo_13355
13356,name_13356,A,363,memo_13356
13357,name_13357,A,128,memo_13357
13358,name_13358,C,267,memo_13358
13359,name_13359,B,389,memo_13359
13360,name_13360,B,742,"this is memo, with comma 13360"
13361,name_13361,C,950,memo_13361
13362,name_13362,B,931,memo_13362
13363,name_13363,B,562,memo_13363
13364,name_13364,B,102,memo_13364
13365,name_13365,B,427,memo_13365
13366,name_13366,C,480,memo_13366
13367,name_13367,A,737,memo_13367
13368,name_13368,B,356,memo_13368
13369,name_13369,C,260,memo_13369
13370,name_13370,C,987,"this is memo, with comma 13370"
13371,name_13371,C,351,memo_13371
13372,name_13372,A,161,memo_13372
13373,name_13373,B,867,memo_13373
13374,name_13374,C,52,memo_13374
13375,name_13375,C,97,memo_13375
13376,name_13376,A,502,memo_13376
13377,name_13377,A,426,memo_13377
13378,name_13378,A,901,memo_13378
13379,name_13379,B,841,memo_13379
13380,name_13380,A,246,"this is memo, with comma 13380"
13381,name_13381,C,437,memo_13381
13382,name_13382,C,562,memo_13382
13383,name_13383,B,758,memo_13383
13384,name_13384,B,225,memo_13384
13385,name_13385,B,968,memo_13385
13386,name_13386,A,897,memo_13386
13387,name_13387,B,1,memo_13387
13388,name_13388,A,559,memo_13388
13389,name_13389,A,722,memo_13389
13390,name_13390,C,288,"this is memo, with comma 13390"
13391,name_13391,C,157,memo_13391
13392,name_13392,A,780,memo_13392
13393,name_13393,A,453,memo_13393
13394,name_13394,B,264,memo_13394
13395,name_13395,B,401,memo_13395
13396,name_13396,A,64,memo_13396
13397,name_13397,C,630,memo_13397
13398,name_13398,B,267,memo_13398
13399,name_13399,B,646,memo_13399
13400,name_13400,C,652,"this is memo, with comma 13400"
13401,name_13401,A,947,memo_13401
13402,name_13402,A,731,memo_13402
13403,name_13403,B,528,memo_13403
13404,name_13404,A,358,memo_13404
13405,name_13405,C,507,memo_13405
13406,name_13406,A,371,memo_13406
13407,name_13407,C,897,memo_13407
13408,name_13408,A,665,memo_13408
13409,name_13409,B,464,memo_13409
13410,name_13410,B,484,"this is memo, with comma 13410"
13411,name_13411,A,662,memo_13411
13412,name_13412,C,245,memo_13412
13413,name_13413,C,940,memo_13413
13414,name_13414,B,855,memo_13414
13415,name_13415,A,169,memo_13415
13416,name_13416,A,817,memo_13416
13417,name_13417,C,25,memo_13417
13418,name_13418,B,337,memo_13418
13419,name_13419,A,216,memo_13419
13420,name_13420,C,276,"this is memo, with comma 13420"
13421,name_13421,C,760,memo_13421
13422,name_13422,A,31,memo_13422
13423,name_13423,C,583,memo_13423
13424,name_13424,A,30,memo_13424
13425,name_13425,C,373,memo_13425
13426,name_13426,B,654,memo_13426
13427,name_13427,C,858,memo_13427
13428,name_13428,C,330,memo_13428
13429,name_13429,A,19,memo_13429
13430,name_13430,A,179,"this is memo, with comma 13430"
13431,name_13431,A,778,memo_13431
13432,name_13432,C,152,memo_13432
13433,name_13433,C,534,memo_13433
13434,name_13434,B,538,memo_13434
13435,name_13435,C,961,memo_13435
13436,name_13436,B,149,memo_13436
13437,name_13437,A,965,memo_13437
13438,name_13438,C,536,memo_13438
13439,name_13439,C,80,memo_13439
13440,name_13440,B,946,"this is memo, with comma 13440"
13441,name_13441,A,118,memo_13441
13442,name_13442,B,397,memo_13442
13443,name_13443,C,282,memo_13443
13444,name_13444,C,53,memo_13444
13445,name_13445,A,944,memo_13445
13446,name_13446,B,496,memo_13446
13447,name_13447,A,626,memo_13447
13448,name_13448,B,894,memo_13448
13449,name_13449,C,125,memo_13449
13450,name_13450,A,375,"this is memo, with comma 13450"
13451,name_13451,B,129,memo_13451
13452,name_13452,B,518,memo_13452
13453,name_13453,C,563,memo_13453
13454,name_13454,B,85,memo_13454
13455,name_13455,C,616,memo_13455
13456,name_13456,C,726,memo_13456
13457,name_13457,C,588,memo_13457
13458,name_13458,A,353,memo_13458
13459,name_13459,A,382,memo_13459
13460,name_13460,B,219,"this is memo, with comma 13460"
13461,name_13461,A,599,memo_13461
13462,name_13462,B,865,memo_13462
13463,name_13463,A,733,memo_13463
13464,name_13464,B,366,memo_13464
13465,name_13465,B,908,memo_13465
13466,name_13466,C,662,memo_13466
13467,name_13467,C,49,memo_13467
13468,name_13468,C,875,memo_13468
13469,name_13469,C,238,memo_13469
13470,name_13470,B,218,"this is memo, with comma 13470"
13471,name_13471,C,191,memo_13471
13472,name_13472,A,408,memo_13472
13473,name_13473,B,13,memo_13473
13474,name_13474,C,219,memo_13474
13475,name_13475,C,923,memo_13475
13476,name_13476,B,978,memo_13476
13477,name_13477,A,675,memo_13477
13478,name_13478,B,914,memo_13478
13479,name_13479,A,893,memo_13479
13480,name_13480,A,507,"this is memo, with comma 13480"
13481,name_13481,A,834,memo_13481
13482,name_13482,A,275,memo_13482
13483,name_13483,B,415,memo_13483
13484,name_13484,A,839,memo_13484
13485,name_13485,A,586,memo_13485
13486,name_13486,C,270,memo_13486
13487,name_13487,A,618,memo_13487
13488,name_13488,A,737,memo_13488
13489,name_13489,C,64,memo_13489
13490,name_13490,C,573,"this is memo, with comma 13490"
13491,name_13491,A,70,memo_13491
13492,name_13492,A,215,memo_13492
13493,name_13493,A,612,memo_13493
13494,name_13494,A,714,memo_13494
13495,name_13495,B,640,memo_13495
13496,name_13496,C,27,memo_13496
13497,name_13497,C,795,memo_13497
13498,name_13498,A,319,memo_13498
13499,name_13499,A,918,memo_13499
13500,name_13500,A,992,"this is memo, with comma 13500"
13501,name_13501,C,745,memo_13501
13502,name_13502,C,166,memo_13502
13503,name_13503,A,992,memo_13503
13504,name_13504,A,55,memo_13504
13505,name_13505,C,571,memo_13505
13506,name_13506,A,292,memo_13506
13507,name_13507,C,234,memo_13507
13508,name_13508,B,785,memo_13508
13509,name_13509,B,544,memo_13509
13510,name_13510,B,591,"this is memo, with comma 13510"
13511,name_13511,A,202,memo_13511
13512,name_13512,A,515,memo_13512
13513,name_13513,A,697,memo_13513
13514,name_13514,C,483,memo_13514
13515,name_13515,B,624,memo_13515
13516,name_13516,C,311,memo_13516
13517,name_13517,A,224,memo_13517
13518,name_13518,C,323,memo_13518
13519,name_13519,B,89,memo_13519
13520,name_13520,C,277,"this is memo, with comma 13520"
13521,name_13521,C,625,memo_13521
13522,name_13522,B,205,memo_13522
13523,name_13523,B,511,memo_13523
13524,name_13524,A,475,memo_13524
13525,name_13525,A,485,memo_13525
13526,name_13526,A,630,memo_13526
13527,name_13527,A,684,memo_13527
13528,name_13528,C,392,memo_13528
13529,name_13529,A,737,memo_13529
13530,name_13530,C,406,"this is memo, with comma 13530"
13531,name_13531,C,742,memo_13531
13532,name_13532,C,539,memo_13532
13533,name_13533,C,594,memo_13533
13534,name_13534,C,610,memo_13534
13535,name_13535,C,166,memo_13535
13536,name_13536,A,177,memo_13536
13537,name_13537,A,879,memo_13537
13538,name_13538,A,138,memo_13538
13539,name_13539,A,430,memo_13539
13540,name_13540,C,28,"this is memo, with comma 13540"
13541,name_13541,B,409,memo_13541
13542,name_13542,C,836,memo_13542
13543,name_13543,A,925,memo_13543
13544,name_13544,A,856,memo_13544
13545,name_13545,B,634,memo_13545
13546,name_13546,C,407,memo_13546
13547,name_13547,A,158,memo_13547
13548,name_13548,B,830,memo_13548
13549,name_13549,A,217,memo_13549
13550,name_13550,C,192,"this is memo, with comma 13550"
13551,name_13551,A,871,memo_13551
13552,name_13552,B,173,memo_13552
13553,name_13553,A,848,memo_13553
13554,name_13554,B,512,memo_13554
13555,name_13555,C,153,memo_13555
13556,name_13556,A,325,memo_13556
13557,name_13557,C,411,memo_13557
13558,name_13558,C,591,memo_13558
13559,name_13559,B,714,memo_13559
13560,name_13560,A,132,"this is memo, with comma 13560"
13561,name_13561,C,63,memo_13561
13562,name_13562,A,39,memo_13562
13563,name_13563,C,225,memo_13563
13564,name_13564,C,975,memo_13564
13565,name_13565,C,999,memo_13565
13566,name_13566,A,142,memo_13566
13567,name_13567,B,939,memo_13567
13568,name_13568,A,954,memo_13568
13569,name_13569,C,544,memo_13569
13570,name_13570,B,582,"this is memo, with comma 13570"
13571,name_13571,C,255,memo_13571
13572,name_13572,B,140,memo_13572
13573,name_13573,C,381,memo_13573
13574,name_13574,B,699,memo_13574
13575,name_13575,B,885,memo_13575
13576,name_13576,B,419,memo_13576
13577,name_13577,C,633,memo_13577
13578,name_13578,A,652,memo_13578
13579,name_13579,A,366,memo_13579
13580,name_13580,C,426,"this is memo, with comma 13580"
13581,name_13581,C,330,memo_13581
13582,name_13582,A,762,memo_13582
13583,name_13583,C,797,memo_13583
13584,name_13584,A,13,memo_13584
13585,name_13585,B,8,memo_13585
13586,name_13586,A,631,memo_13586
13587,name_13587,B,328,memo_13587
13588,name_13588,A,974,memo_13588
13589,name_13589,B,741,memo_13589
13590,name_13590,A,715,"this is memo, with comma 13590"
13591,name_13591,A,62,memo_13591
13592,name_13592,C,109,memo_13592
13593,name_13593,B,996,memo_13593
13594,name_13594,C,950,memo_13594
13595,name_13595,A,245,memo_13595
13596,name_13596,C,236,memo_13596
13597,name_13597,B,91,memo_13597
13598,name_13598,C,529,memo_13598
13599,name_13599,C,643,memo_13599
13600,name_13600,A,302,"this is memo, with comma 13600"
13601,name_13601,A,597,memo_13601
13602,name_13602,A,222,memo_13602
13603,name_13603,A,216,memo_13603
13604,name_13604,C,299,memo_13604
13605,name_13605,B,729,memo_13605
13606,name_13606,C,204,memo_13606
13607,name_13607,B,618,memo_13607
13608,name_13608,B,379,memo_13608
13609,name_13609,B,742,memo_13609
13610,name_13610,C,425,"this is memo, with comma 13610"
13611,name_13611,A,163,memo_13611
13612,name_13612,C,467,memo_13612
13613,name_13613,B,838,memo_13613
13614,name_13614,A,692,memo_13614
13615,name_13615,C,660,memo_13615
13616,name_13616,C,610,memo_13616
13617,name_13617,C,448,memo_13617
13618,name_13618,C,856,memo_13618
13619,name_13619,B,258,memo_13619
13620,name_13620,C,841,"this is memo, with comma 13620"
13621,name_13621,B,322,memo_13621
13622,name_13622,C,746,memo_13622
13623,name_13623,B,519,memo_13623
13624,name_13624,B,636,memo_13624
13625,name_13625,B,660,memo_13625
13626,name_13626,C,931,memo_13626
13627,name_13627,A,10,memo_13627
13628,name_13628,C,988,memo_13628
13629,name_13629,C,833,memo_13629
13630,name_13630,C,104,"this is memo, with comma 13630"
13631,name_13631,B,831,memo_13631
13632,name_13632,C,85,memo_13632
13633,name_13633,A,249,memo_13633
13634,name_13634,B,829,memo_13634
13635,name_13635,C,418,memo_13635
13636,name_13636,A,508,memo_13636
13637,name_13637,B,254,memo_13637
13638,name_13638,C,909,memo_13638
13639,name_13639,C,835,memo_13639
13640,name_13640,B,769,"this is memo, with comma 13640"
13641,name_13641,C,705,memo_13641
13642,name_13642,B,136,memo_13642
13643,name_13643,A,74,memo_13643
13644,name_13644,C,817,memo_13644
13645,name_13645,C,149,memo_13645
13646,name_13646,A,585,memo_13646
13647,name_13647,A,652,memo_13647
13648,name_13648,A,75,memo_13648
13649,name_13649,B,65,memo_13649
13650,name_13650,B,346,"this is memo, with comma 13650"
13651,name_13651,B,895,memo_13651
13652,name_13652,C,307,memo_13652
13653,name_13653,A,485,memo_13653
13654,name_13654,C,208,memo_13654
13655,name_13655,A,568,memo_13655
13656,name_13656,B,702,memo_13656
13657,name_13657,B,949,memo_13657
13658,name_13658,A,717,memo_13658
13659,name_13659,B,814,memo_13659
13660,name_13660,C,953,"this is memo, with comma 13660"
13661,name_13661,A,896,memo_13661
13662,name_13662,B,349,memo_13662
13663,name_13663,A,463,memo_13663
13664,name_13664,C,421,memo_13664
13665,name_13665,C,110,memo_13665
13666,name_13666,B,312,memo_13666
13667,name_13667,C,965,memo_13667
13668,name_13668,C,311,memo_13668
13669,name_13669,C,902,memo_13669
13670,name_13670,C,322,"this is memo, with comma 13670"
13671,name_13671,A,388,memo_13671
13672,name_13672,B,22,memo_13672
13673,name_13673,C,601,memo_13673
13674,name_13674,B,893,memo_13674
13675,name_13675,A,570,memo_13675
13676,name_13676,B,144,memo_13676
13677,name_13677,B,497,memo_13677
13678,name_13678,C,862,memo_13678
13679,name_13679,A,177,memo_13679
13680,name_13680,A,201,"this is memo, with comma 13680"
13681,name_13681,C,859,memo_13681
13682,name_13682,A,68,memo_13682
13683,name_13683,A,376,memo_13683
13684,name_13684,C,957,memo_13684
13685,name_13685,A,646,memo_13685
13686,name_13686,C,662,memo_13686
13687,name_13687,B,250,memo_13687
13688,name_13688,C,770,memo_13688
13689,name_13689,A,232,memo_13689
13690,name_13690,A,270,"this is memo, with comma 13690"
13691,name_13691,C,164,memo_13691
13692,name_13692,B,764,memo_13692
13693,name_13693,C,187,memo_13693
13694,name_13694,B,167,memo_13694
13695,name_13695,C,25,memo_13695
13696,name_13696,B,847,memo_13696
13697,name_13697,C,954,memo_13697
13698,name_13698,C,827,memo_13698
13699,name_13699,C,252,memo_13699
13700,name_13700,A,852,"this is memo, with comma 13700"
13701,name_13701,A,3,memo_13701
13702,name_13702,A,643,memo_13702
13703,name_13703,B,201,memo_13703
13704,name_13704,C,973,memo_13704
13705,name_13705,B,226,memo_13705
13706,name_13706,B,458,memo_13706
13707,name_13707,B,873,memo_13707
13708,name_13708,A,628,memo_13708
13709,name_13709,B,454,memo_13709
13710,name_13710,C,199,"this is memo, with comma 13710"
13711,name_13711,C,46,memo_13711
13712,name_13712,B,524,memo_13712
13713,name_13713,C,192,memo_13713
13714,name_13714,C,939,memo_13714
13715,name_13715,C,699,memo_13715
13716,name_13716,B,636,memo_13716
13717,name_13717,C,580,memo_13717
13718,name_13718,A,899,memo_13718
13719,name_13719,A,581,memo_13719
13720,name_13720,B,182,"this is memo, with comma 13720"
13721,name_13721,A,617,memo_13721
13722,name_13722,A,695,memo_13722
13723,name_13723,A,490,memo_13723
13724,name_13724,A,708,memo_13724
13725,name_13725,A,475,memo_13725
13726,name_13726,B,123,memo_13726
13727,name_13727,B,868,memo_13727
13728,name_13728,B,681,memo_13728
13729,name_13729,B,316,memo_13729
13730,name_13730,B,985,"this is memo, with comma 13730"
13731,name_13731,C,873,memo_13731
13732,name_13732,B,409,memo_13732
13733,name_13733,A,727,memo_13733
13734,name_13734,A,416,memo_13734
13735,name_13735,A,796,memo_13735
13736,name_13736,B,900,memo_13736
13737,name_13737,A,815,memo_13737
13738,name_13738,B,368,memo_13738
13739,name_13739,B,667,memo_13739
13740,name_13740,B,442,"this is memo, with comma 13740"
13741,name_13741,C,388,memo_13741
13742,name_13742,C,869,memo_13742
13743,name_13743,A,79,memo_13743
13744,name_13744,B,490,memo_13744
13745,name_13745,C,833,memo_13745
13746,name_13746,B,80,memo_13746
13747,name_13747,C,230,memo_13747
13748,name_13748,B,302,memo_13748
13749,name_13749,A,896,memo_13749
13750,name_13750,A,613,"this is memo, with comma 13750"
13751,name_13751,A,988,memo_13751
13752,name_13752,A,392,memo_13752
13753,name_13753,C,216,memo_13753
13754,name_13754,A,624,memo_13754
13755,name_13755,C,40,memo_13755
13756,name_13756,B,99,memo_13756
13757,name_13757,C,205,memo_13757
13758,name_13758,A,114,memo_13758
13759,name_13759,A,908,memo_13759
13760,name_13760,A,46,"this is memo, with comma 13760"
13761,name_13761,C,376,memo_13761
13762,name_13762,A,310,memo_13762
13763,name_13763,B,466,memo_13763
13764,name_13764,C,605,memo_13764
13765,name_13765,B,594,memo_13765
13766,name_13766,A,44,memo_13766
13767,name_13767,C,288,memo_13767
13768,name_13768,B,19,memo_13768
13769,name_13769,B,588,memo_13769
13770,name_13770,A,115,"this is memo, with comma 13770"
13771,name_13771,B,176,memo_13771
13772,name_13772,B,477,memo_13772
13773,name_13773,C,315,memo_13773
13774,name_13774,B,657,memo_13774
13775,name_13775,B,96,memo_13775
13776,name_13776,C,515,memo_13776
13777,name_13777,B,185,memo_13777
13778,name_13778,A,60,memo_13778
13779,name_13779,C,179,memo_13779
13780,name_13780,B,863,"this is memo, with comma 13780"
13781,name_13781,A,661,memo_13781
13782,name_13782,B,674,memo_13782
13783,name_13783,B,540,memo_13783
13784,name_13784,B,49,memo_13784
13785,name_13785,A,938,memo_13785
13786,name_13786,C,824,memo_13786
13787,name_13787,B,942,memo_13787
13788,name_13788,A,333,memo_13788
13789,name_13789,C,965,memo_13789
13790,name_13790,B,360,"this is memo, with comma 13790"
13791,name_13791,A,621,memo_13791
13792,name_13792,A,238,memo_13792
13793,name_13793,C,342,memo_13793
13794,name_13794,B,360,memo_13794
13795,name_13795,C,408,memo_13795
13796,name_13796,C,524,memo_13796
13797,name_13797,C,544,memo_13797
13798,name_13798,C,138,memo_13798
13799,name_13799,A,816,memo_13799
13800,name_13800,C,83,"this is memo, with comma 13800"
13801,name_13801,A,604,memo_13801
13802,name_13802,B,989,memo_13802
13803,name_13803,A,10,memo_13803
13804,name_13804,C,264,memo_13804
13805,name_13805,B,350,memo_13805
13806,name_13806,C,373,memo_13806
13807,name_13807,A,761,memo_13807
13808,name_13808,B,220,memo_13808
13809,name_13809,B,198,memo_13809
13810,name_13810,C,740,"this is memo, with comma 13810"
13811,name_13811,B,290,memo_13811
13812,name_13812,A,717,memo_13812
13813,name_13813,B,979,memo_13813
13814,name_13814,A,339,memo_13814
13815,name_13815,C,258,memo_13815
13816,name_13816,B,217,memo_13816
13817,name_13817,C,388,memo_13817
13818,name_13818,B,350,memo_13818
13819,name_13819,C,855,memo_13819
13820,name_13820,A,483,"this is memo, with comma 13820"
13821,name_13821,C,428,memo_13821
13822,name_13822,A,269,memo_13822
13823,name_13823,A,825,memo_13823
13824,name_13824,A,9,memo_13824
13825,name_13825,A,874,memo_13825
13826,name_13826,B,276,memo_13826
13827,name_13827,B,637,memo_13827
13828,name_13828,C,459,memo_13828
13829,name_13829,A,86,memo_13829
13830,name_13830,B,227,"this is memo, with comma 13830"
13831,name_13831,C,997,memo_13831
13832,name_13832,A,283,memo_13832
13833,name_13833,A,970,memo_13833
13834,name_13834,B,309,memo_13834
13835,name_13835,C,546,memo_13835
13836,name_13836,A,245,memo_13836
13837,name_13837,C,84,memo_13837
13838,name_13838,A,556,memo_13838
13839,name_13839,B,996,memo_13839
13840,name_13840,B,775,"this is memo, with comma 13840"
13841,name_13841,C,780,memo_13841
